Coordonnees;sitear;neighbourhood;organisat;photo;governorate;district;householdnum;household;men;women;boys;girls;individual;water_access;electric;openelement;damage;hazards;mines;geo;class;accom;siteclass;scoreclass;longitude;latitude;SSID
"42,8896019999999;36,9083249999999";;????;;1438500521576.jpg;Dahuk;Sumel;d. 6-7;5;9;10;8;8;35;4. None;3. Minor;1. Major;2. Moderate;4. none;4. none;36,9083249999999,42,8896019999999;a. 0-49;unfinished;informal settlement;3.Moderate;42,889602;36,908325;IQ0803-0037
"43,656406200152;36,3522751134305";;??????;;1440582604603.jpg;Ninewa;Hamdaniya;c. 4-5;9;10;10;9;20;49;4. None;2. Moderate;1. Major;2. Moderate;3. Minor;4. none;36,3522751134305,43,656406200152;a. 0-49;improved;informal settlement;2.High;43,6564062;36,35227511;IQ1503-0008
"42,885539;36,907491";;????;;1438673761818.jpg;Dahuk;Sumel;c. 4-5;5;10;6;3;2;21;4. None;2. Moderate;1. Major;2. Moderate;4. none;4. none;36,907491,42,885539;a. 0-49;unfinished;informal settlement;3.Moderate;42,885539;36,907491;IQ0803-0059
"42,886997;36,904305";;????;;1438586375878.jpg;Dahuk;Sumel;c. 4-5;5;10;8;2;4;24;4. None;2. Moderate;1. Major;2. Moderate;4. none;4. none;36,904305,42,886997;a. 0-49;unfinished;informal settlement;3.Moderate;42,886997;36,904305;IQ0803-0057
"42,892622;36,907578";;????;;1438500786813.jpg;Dahuk;Sumel;c. 4-5;5;7;9;5;5;26;4. None;2. Moderate;1. Major;2. Moderate;4. none;4. none;36,907578,42,892622;a. 0-49;unfinished;informal settlement;2.High;42,892622;36,907578;IQ0803-0069
"42,4298979495708;37,0840800112148";???? ??????;??????;;1439193506016.jpg;Dahuk;Zakho;e. 8-9;35;60;55;70;100;285;4. None;2. Moderate;1. Major;2. Moderate;4. none;4. none;37,0840800112148,42,4298979495708;d. 250-499;tent skeleton unfinished;informal settlement;2.High;42,42989795;37,08408001;IQ0804-0291
"42,6143331642514;37,0604941292043";????;????;;1439109479081.jpg;Dahuk;Sumel;c. 4-5;5;5;9;6;6;26;4. None;2. Moderate;1. Major;2. Moderate;4. none;4. none;37,0604941292043,42,6143331642514;a. 0-49;unfinished;informal settlement;2.High;42,61433316;37,06049413;IQ0803-0395
"42,750753;37,1484129999999";;????????;;1439713623414.jpg;Dahuk;Zakho;d. 6-7;5;7;7;8;8;30;4. None;2. Moderate;1. Major;2. Moderate;4. none;4. none;37,1484129999999,42,750753;a. 0-49;unfinished;informal settlement;2.High;42,750753;37,148413;IQ0804-0285
"44,3267456751;32,1388272411";???? ??????? ??????? ????? ???????;??? ?????;reach_initiative;1425885118571.jpg;Najaf;Najaf;c. 4-5;7;9;4;10;8;31;4. None;4. None;1. Major;2. Moderate;1. Major;4. none;32,1388272411,44,3267456751;a. 0-49;finished;informal settlement;3.Moderate;44,32674568;32,13882724;
"44,3249727645;32,1440620132";???? ???? ??????;??? ?????;reach_initiative;1425969155892.jpg;Najaf;Najaf;c. 4-5;5;5;5;10;5;25;4. None;4. None;1. Major;2. Moderate;4. none;4. none;32,1440620132,44,3249727645;a. 0-49;skeleton;informal settlement;4.Low;44,32497276;32,14406201;
"44,3244014949;32,1468282509";???? ??? ???? ??????;??? ?????;reach_initiative;1425975950041.jpg;Najaf;Najaf;c. 4-5;5;7;8;4;6;25;4. None;4. None;1. Major;2. Moderate;1. Major;4. none;32,1468282509,44,3244014949;a. 0-49;unfinished;informal settlement;3.Moderate;44,32440149;32,14682825;
"45,8181229015;32,5267897122";?????;Kut. Alzahra Neighbourhood;reach_initiative;1424082339997.jpg;Wassit;Kut;c. 4-5;19;11;25;25;35;96;4. None;4. None;1. Major;2. Moderate;4. none;4. none;32,5267897122,45,8181229015;b. 50-99;unfinished;Collective Center;4.Low;45,8181229;32,52678971;
"45,3501889978;32,534240149";?????? ?????? 14;???? ??????;reach_initiative;1424244652938.jpg;Wassit;Al-Na'maniya;c. 4-5;8;8;8;10;5;31;2. Moderate;4. None;1. Major;2. Moderate;3. Minor;4. none;32,534240149,45,3501889978;a. 0-49;finished;informal settlement;3.Moderate;45,350189;32,53424015;
"44,3236534774;32,1053179663";???? ???? ??????;???? ?????;reach_initiative;1425624534333.jpg;Najaf;Kufa;d. 6-7;9;9;11;20;19;59;4. None;4. None;1. Major;2. Moderate;1. Major;4. none;32,1053179663,44,3236534774;b. 50-99;unfinished;informal settlement;3.Moderate;44,32365348;32,10531797;
"44,2828183795;32,2712618599";???? ????? ??????;????????;reach_initiative;1426146348350.jpg;Najaf;Najaf;c. 4-5;6;7;10;5;3;25;1. Major;4. None;1. Major;2. Moderate;1. Major;4. none;32,2712618599,44,2828183795;a. 0-49;unfinished;informal settlement;3.Moderate;44,28281838;32,27126186;
"43,871712;34,19228";??? ?????-?????? -? ? ?????? - ?? ???????(?????) - ???? 113- ???? ??? ???? - ???? ?????? ???????;??? ????? - ?????? - ? ? ?????? - ?? ??????? (?????) - ???? 113 - ???? ??? ???? - ???? ??????  ???????;iom;1425557293273.jpg;Salah al-Din;Samarra;c. 4-5;8;9;10;7;8;34;3. Minor;4. None;1. Major;2. Moderate;1. Major;1. Major;34,19228,43,871712;a. 0-49;open;informal settlement;2.High;43,871712;34,19228;
"43,910154;34,209406";??? ?????-??????-? ? ??????-?? ?????? ?(25/???????)- ???? 332- ????? ????;??? ?????-??????-? ? ??????-?? ?????? ?(25/???????)- ???? 332- ????? ????;iom;1426915720280.jpg;Salah al-Din;Al-Daur;c. 4-5;14;15;16;19;23;73;3. Minor;4. None;1. Major;2. Moderate;1. Major;1. Major;34,209406,43,910154;b. 50-99;skeleton;informal settlement;2.High;43,910154;34,209406;
"43,885874;34,197046";??? ?????-??????-? ? ??????-?? ???????? (?????) - ???? 109 - ????;??? ?????-??????-? ? ??????-?? ???????? (?????) - ???? 109 - ????;iom;1426865118246.jpg;Salah al-Din;Al-Daur;d. 6-7;16;18;20;24;28;90;3. Minor;4. None;1. Major;2. Moderate;1. Major;1. Major;34,197046,43,885874;b. 50-99;skeleton;informal settlement;2.High;43,885874;34,197046;
"43,907182;34,209122";??? ?????-??????-? ? ??????-?? ?????? - ?? ?????? - ?????;??? ?????-??????-? ? ??????-?? ?????? - ?? ?????? - ?????;iom;1426941752051.jpg;Salah al-Din;Al-Daur;c. 4-5;35;32;39;51;63;185;3. Minor;4. None;1. Major;2. Moderate;1. Major;1. Major;34,209122,43,907182;c. 100-249;skeleton;Collective Center;2.High;43,907182;34,209122;
"44,3224357814;33,3310777182";??? ?????-??????-? ? ??????-?? ??????? ?(25/???????)- ???? 324 - ????? - ?????? ??????? ??????;??? ?????-??????-? ? ??????-?? ??????? ?(25/???????)- ???? 324 - ????? - ?????? ??????? ??????;iom;1426752421987.jpg;Baghdad;Karkh;d. 6-7;27;28;36;40;45;149;3. Minor;4. None;1. Major;2. Moderate;1. Major;1. Major;33,3310777182,44,3224357814;c. 100-249;tent;Collective Center;2.High;44,32243578;33,33107772;
"44,6085832268;33,7503281096";??????;??????;iom;1427710740795.jpg;Diyala;Al-Muqdadiya;d. 6-7;70;105;90;105;120;420;3. Minor;4. None;1. Major;2. Moderate;4. none;4. none;33,7503281096,44,6085832268;d. 250-499;unfinished;informal settlement;3.Moderate;44,60858323;33,75032811;
"44,1559188813;32,474344871";???? ?????;?????? ??????;iom;1428910445414.jpg;Kerbala;Al-Hindiya;c. 4-5;5;5;5;7;9;26;4. None;4. None;1. Major;2. Moderate;4. none;4. none;32,474344871,44,1559188813;a. 0-49;improved unfinished finished;informal settlement;3.Moderate;44,15591888;32,47434487;
"44,1457098071;32,4915583665";???? ?????;?????? ??????;iom;1428999636894.jpg;Kerbala;Al-Hindiya;c. 4-5;5;5;5;5;4;19;4. None;3. Minor;1. Major;2. Moderate;4. none;4. none;32,4915583665,44,1457098071;a. 0-49;unfinished;informal settlement;2.High;44,14570981;32,49155837;
"43,854943;34,182269";?????? - ?????? 4 ?????? - ???? 201 - ????? - ???? ??????;?????? - ?????? 4 ?????? - ???? 201 - ????? - ???? ??????;iom;1425543101872.jpg;Salah al-Din;Samarra;d. 6-7;5;6;7;8;8;29;4. None;2. Moderate;1. Major;2. Moderate;1. Major;1. Major;34,182269,43,854943;a. 0-49;finished;Collective Center;2.High;43,854943;34,182269;
"44,2826691591;32,2726601751";?????? ???? ????????;????????;reach_initiative;1426151905877.jpg;Najaf;Najaf;c. 4-5;9;13;13;7;7;40;1. Major;2. Moderate;1. Major;2. Moderate;1. Major;4. none;32,2726601751,44,2826691591;a. 0-49;unfinished;informal settlement;2.High;44,28266916;32,27266018;
"43,3683900075922;37,1004572409469";;??????;;1440070635464.jpg;Dahuk;Amedi;c. 4-5;32;46;46;23;30;145;4. None;4. None;3. Minor;2. Moderate;3. Minor;4. none;37,1004572409469,43,3683900075922;c. 100-249;improved unfinished;Collective Center;3.Moderate;43,36839001;37,10045724;IQ0801-0059
"44,9404380885458;34,6545381393599";??? ???? ????;?? ????? ???? ???? ????;;1440689903928.jpg;Diyala;Kifri;c. 4-5;5;5;6;4;6;21;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;34,6545381393599,44,9404380885458;a. 0-49;unfinished;informal settlement;3.Moderate;44,94043809;34,65453814;IQ1005-0023
"44,8889972869;31,9740649547";??? ?????;?? ?????????;reach_initiative;1427887408882.jpg;Qadissiya;Diwaniya;b. 2-3;6;7;6;4;4;21;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;31,9740649547,44,8889972869;a. 0-49;finished;informal settlement;4.Low;44,88899729;31,97406495;
"44,3117826381;32,1802671695";???? ???????;??? ?????;reach_initiative;1425726619230.jpg;Najaf;Najaf;b. 2-3;12;14;16;8;3;41;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;32,1802671695,44,3117826381;a. 0-49;finished;informal settlement;4.Low;44,31178264;32,18026717;
"44,3258269853;32,1297268672";???? ???? ???? ??????;????? ??????? ???;reach_initiative;1425899742775.jpg;Najaf;Najaf;d. 6-7;7;9;10;16;7;42;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;32,1297268672,44,3258269853;a. 0-49;finished;informal settlement;3.Moderate;44,32582699;32,12972687;
"44,4156180879;32,4637075002";???? ????? ???????;???????;reach_initiative;1428384455204.jpg;Babil;Al-Musayab;c. 4-5;15;18;16;16;10;60;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;32,4637075002,44,4156180879;b. 50-99;finished;informal settlement;4.Low;44,41561809;32,4637075;
"44,3184651673;32,1623762976";?????? ???? ????;????? ??? ?????;reach_initiative;1425894492698.jpg;Najaf;Najaf;c. 4-5;24;25;24;34;28;111;4. None;4. None;3. Minor;2. Moderate;1. Major;4. none;32,1623762976,44,3184651673;c. 100-249;finished;informal settlement;3.Moderate;44,31846517;32,1623763;
"46,8790381216;32,0347022731";????? ?????? ?????????? ??????;?? ??????;iom;1424681020127.jpg;Missan;Amara;c. 4-5;23;32;31;35;26;124;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;32,0347022731,46,8790381216;c. 100-249;finished;Collective Center;4.Low;46,87903812;32,03470227;
"47,8037302662;30,5985580478";?? ?????-??????;?? ?????-??? ?????;iom;1424846950235.jpg;Basrah;Shatt Al-Arab;b. 2-3;6;4;6;4;4;18;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;30,5985580478,47,8037302662;a. 0-49;improved;informal settlement;3.Moderate;47,80373027;30,59855805;
"46,0408227607;32,1747349262";?????;???? ?????;reach_initiative;1424512788007.jpg;Wassit;Al-Hai;d. 6-7;7;13;12;9;11;45;4. None;4. None;3. Minor;2. Moderate;3. Minor;4. none;32,1747349262,46,0408227607;a. 0-49;improved;Collective Center;3.Moderate;46,04082276;32,17473493;
"44,2608369658;32,3285431867";???? ???? ??????;????????;reach_initiative;1426321646126.jpg;Kerbala;Al-Hindiya;f. >10;7;16;15;20;20;71;4. None;4. None;3. Minor;2. Moderate;1. Major;4. none;32,3285431867,44,2608369658;b. 50-99;skeleton;informal settlement;3.Moderate;44,26083697;32,32854319;
"45,3642137256;34,3713091593";???? ???? ????;???? ?????;iom;1428786065800.jpg;Diyala;Khanaqin;d. 6-7;29;48;56;33;37;174;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;34,3713091593,45,3642137256;c. 100-249;skeleton unfinished;informal settlement;3.Moderate;45,36421373;34,37130916;
"45,0903189462;34,422034258";???? ????? ( ???????? );???? ?????;iom;1428782984123.jpg;Diyala;Khanaqin;d. 6-7;240;350;450;290;350;1440;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;34,422034258,45,0903189462;f. >=1000;skeleton unfinished;informal settlement;3.Moderate;45,09031895;34,42203426;
"44,3241296216;32,1104901686";???? ???? ??????;????? ??????? ??????;reach_initiative;1425719723519.jpg;Najaf;Kufa;c. 4-5;12;15;20;14;13;62;4. None;4. None;3. Minor;2. Moderate;3. Minor;4. none;32,1104901686,44,3241296216;b. 50-99;tent finished;informal settlement;3.Moderate;44,32412962;32,11049017;
"44,237795407;32,3541449429";???? ?????;????? ???????;iom;1428571182257.jpg;Kerbala;Al-Hindiya;c. 4-5;19;21;29;23;11;84;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;32,3541449429,44,237795407;b. 50-99;tent finished;informal settlement;4.Low;44,23779541;32,35414494;
"44,3238683799;32,1472755048";???? ?????? ?;??? ?????;reach_initiative;1425977237436.jpg;Najaf;Najaf;c. 4-5;8;8;12;5;5;30;4. None;4. None;3. Minor;2. Moderate;1. Major;4. none;32,1472755048,44,3238683799;a. 0-49;unfinished;informal settlement;3.Moderate;44,32386838;32,1472755;
"44,4697192311;33,3059425699";?????? ????????;????? ???? ????? ???????;iom;1427884970572.jpg;Baghdad;Al Resafa;d. 6-7;14;14;16;25;30;85;4. None;4. None;3. Minor;2. Moderate;3. Minor;4. none;33,3059425699,44,4697192311;b. 50-99;unfinished;Collective Center;4.Low;44,46971923;33,30594257;
"44,3265745816;32,1380808932";???? ????? ??????;??? ?????;reach_initiative;1425882021415.jpg;Najaf;Najaf;d. 6-7;5;8;8;5;8;29;2. Moderate;4. None;3. Minor;2. Moderate;4. none;4. none;32,1380808932,44,3265745816;a. 0-49;unfinished;informal settlement;3.Moderate;44,32657458;32,13808089;
"44,2101454362;32,3926332174";???? ?????;???????;iom;1428827085580.jpg;Kerbala;Al-Hindiya;d. 6-7;9;13;17;16;19;65;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;32,3926332174,44,2101454362;b. 50-99;improved skeleton unfinished;Collective Center;3.Moderate;44,21014544;32,39263322;
"44,3026255366;32,2075833583";???? ????? ?????????;????? ??? ?????;reach_initiative;1425978809709.jpg;Najaf;Najaf;c. 4-5;10;9;10;8;17;44;1. Major;4. None;3. Minor;2. Moderate;1. Major;4. none;32,2075833583,44,3026255366;a. 0-49;finished;informal settlement;2.High;44,30262554;32,20758336;
"44,3064907118;32,1958990924";???? ???? ??????;????? ??? ?????;reach_initiative;1425971295316.jpg;Najaf;Najaf;c. 4-5;11;17;18;11;7;53;1. Major;4. None;3. Minor;2. Moderate;1. Major;4. none;32,1958990924,44,3064907118;b. 50-99;finished;informal settlement;3.Moderate;44,30649071;32,19589909;
"44,2830954068;32,2698694893";???? ???? ??????;????????;reach_initiative;1426143295132.jpg;Najaf;Najaf;c. 4-5;10;15;11;7;5;38;1. Major;4. None;3. Minor;2. Moderate;1. Major;4. none;32,2698694893,44,2830954068;a. 0-49;unfinished;informal settlement;3.Moderate;44,28309541;32,26986949;
"44,1565842368;32,473255517";???? ?????;?????? ??????;iom;1428908916153.jpg;Kerbala;Al-Hindiya;c. 4-5;9;10;9;19;10;48;4. None;4. None;3. Minor;2. Moderate;4. none;4. none;32,473255517,44,1565842368;a. 0-49;unfinished;informal settlement;3.Moderate;44,15658424;32,47325552;
"44,0151493438;32,5901494548";??????? ???????;?????? ??????;iom;1427789609515.jpg;Kerbala;Kerbala;c. 4-5;14;19;16;18;9;62;2. Moderate;3. Minor;3. Minor;2. Moderate;4. none;4. none;32,5901494548,44,0151493438;b. 50-99;tent unfinished finished;Collective Center;3.Moderate;44,01514934;32,59014945;
